,Label,String,clean_text,encoded_label
970,bullying,Aurel aurel... apload foto tt yg sopan dikit napa... jelas2 di sosmed bnyk banget hacker yg berkeliaran... nanti di bully lg kamu ny,aurel aurel apload foto tt yang sopan sedikit kenapa jelas2 sosmed banyak sekali hacker yang berkeliaran bully lagi nya,0
971,bullying,Maaf ya kaa terlalu seksi bajunya terus sama krg sesuai umur berpakaianya semoga kaka aurel bisa memahami memakai baju yg tepat dan sesuai umur😄,maaf ya kaa seksi bajunya kurang sesuai umur berpakaianya semoga kaka aurel memahami memakai baju yang sesuai umur,0
972,bullying, <USERNAME> TOLOL!! Gak ada hubungan nya keguguran dgn pake hijab syar'i yg lo bilang bayi nya kepanasan didalem gak ada hubungan nya woyyyy!! Otak sama jempol lo gak singkron sih ya jadinya asal nulis komentar!,username tolol tidak hubungan nya keguguran dengan pakai hijab syar i yang kamu bilang bayi nya kepanasan didalem tidak hubungan nya woyyyy otak jempol kamu tidak singkron sih ya nulis komentar,0
973,bullying,Geblek lo tata...cowo bgt dibela2in balikan...hadeww...ntar ditinggal lg nyalahin tuh cowo...padahal kitenya yg oon.,geblek kamu tata cowok sangat dibela2in balikkan hadeww nanti ditinggal lagi nyalahin tuh cowok kitenya yang oon,0
974,bullying,Kmrn termewek2 skr lengket lg duhhh kok labil bgt sih mbak kya abege ajah ato yg kmrn cari sensasi biar top markotoppp ertong gk berkualitas,kemarin termewek2 sekarang lengket lagi duhhh labil sangat sih mbak kya abege saja atau yang kemarin cari sensasi biar top markotoppp ertong tidak berkualitas,0
975,bullying,"Intinya kalau kesel dengan ATT nya, gausah ke anaknya juga. Kasian buat perkembangan psikis anak kedepannya. Itu orang bener bener tolol, skrg seandainya dia punya anak, terus anaknya dikatain sama orang yang benci sama dia, gimana perasaan dia ? Benci sama seseorang boleh, tapi harus tau batesnya ?? toh namanya manusia, gaakan semua jadi penyuka, pasti ada haters ??",intinya kesal att nya tidak usah anaknya kasihan perkembangan psikis anak kedepannya orang benar benar tolol sekarang seandainya anak anaknya dikatain orang benci gimana perasaan benci tahu batesnya namanya manusia gaakan penyuka haters,0
976,bullying,"hadewwwww permpuan itu lg!!!!sakit jiwa,knp harus dia yg jd peran utama di film hantu jeruk purut,ky khabisan stok Artis ja",hadewwwww permpuan lagi sakit jiwa kenapa yang jadi peran utama film hantu jeruk purut ky khabisan stok artis ja,0
977,bullying,"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayagni. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapake nya aja bener didiknya",pantas tinggalin laki ya lakinya mikir kali perempuannya kayagni urus saja tidak becus gimana urus anak mending anak bapake nya saja benar didiknya,0
978,bullying,"kebiasaan balajaer nyampah d ig para artis..suka2 yg punya ig lah mau bikin caption apa,kok balajaer yg heboh dan asik ceramahin yg punya ig.tar lama2 d bikinin lagu sm teh melly loh balajaer yg berjudul""ketika balajaer bersabda""demi seonggak koin laknat nya.balajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda d rt nya gigi.duh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apa.minus segala2nya!lagi masih d bela mati2an,pd sakit jiwa",kebiasaan balajaer nyampah di ig artis suka2 yang ig bikin caption balajaer yang heboh asyik ceramahin yang ig tar lama2 di bikinin lagu sama teh melly loh balajaer yang berjudul balajaer bersabda seonggak koin laknat nya balajaer ngamuk mengiyakan sekali koin laknat nya jadi penggoda di rt nya gigi duh elah balajaer semua tahu kale kelakuan biduan kamu kek minus segala2nya di bela mati2an pada sakit jiwa,0
979,bullying,krn sebagian besar rakyat indonesia itu bodoh. Tdk bisa membedakan mana yg baik mana yg buruk. Sdh tau prilaku buruk tdk tau sopan santun itu yg dipilih jd panutan. Lebih mengidolakan yg murahan dr pd yg berkelas dan ber etika,karena rakyat indonesia bodoh tidak membedakan yang yang buruk sudah tahu prilaku buruk tidak tahu sopan santun yang dipilih jadi panutan mengidolakan yang murahan dari pada yang berkelas ber etika,0
980,bullying,ayu janda bego pny suami kpn nikah laginya?,ayu janda bodoh punya suami kapan nikah laginya,0
981,bullying,"Anyiennnnggg.. Suaranya ancur banget, lebih merdu tukang gorengan",anyiennnnggg suaranya hancur sekali merdu tukang gorengan,0
982,bullying,"Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids",syarat sah nikah agama islam 5 cpp cpw saksi wali nikah mas kawin mahar perkara makeup tidak manglingi syarat sah pernikahan tidak makeup syarat yang 5 terpenuhi pernikahannya sah yak emak emak julids,0
983,bullying,"Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck",cewek gatau nih ngerebut pacar orang sudah abang yang ngedukung sifat jeleknya lagi ckck,0
984,bullying, <USERNAME> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mna kata aku yg ngina??? Bego dipelihara??????,username eh situ kids jaman now ya kebanyakan micin mana yang ngina bodoh dipelihara,0
985,bullying,Jijik liatnya suer deh minceeee,jijik liatnya suer deh minceeee,0
986,bullying,"Emang bukan hal tabu ciuman gitu (iya emang) tapi yg bikin eneg itu ""PENCITRAAN"" nya yg sok alim sok baik sok bijak dan sok sok yg lainya. Seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan. Bukan sok alim atau sok suci serius!",memang tabu ciuman begitu iya memang yang bikin eneg pencitraan nya yang sok alim sok sok bijak sok sok yang lainya seandainya pencitraan sok alim sok suci serius,0
987,bullying,"Yg jd masalah disini adalah 1. mereka ciuman dpn org bnyk yg SEHARUSNYA sih punya rasa MALU, kecuali mgkn lg mabok jd gak ada rasa malu. 2. Mereka berteman?? Helooow sebuah pertemanan tdk akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lbh dr teman lah itu. Dasar Kelakuan Kids jaman now yg emg bego, bukan krn kebanyakan micin lho yah ??",yang jadi 1 ciuman depan orang banyak yang sih malu kecuali mungkin lagi mabok jadi tidak malu 2 berteman helooow pertemanan tidak melibatkan ciuman bibir coba saja bayangin sanggup tidak ciuman bibir ma teman lebih dari teman dasar kelakuan kids jaman now yang memang bodoh karena kebanyakan micin lho yah,0
988,bullying,Anjing nya ngamuk..hidup kok dmana2 pny musuh..udh kliatan mna yg baik dan bukan..org baik ga pny byk musuh..,anjing nya ngamuk hidup dmana2 punya musuh sudah kliatan mana yang orang tidak punya banyak musuh,0
989,bullying," <USERNAME> ahhh katanya jaga ucapan, lahh ucapan dia ngk dijaga sendiri.. dasar munafik.. dasar betina zaman now ellu kali yangg kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun",username ahhh jaga ucapan lahh ucapan tidak dijaga dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin kamu otak kamu selangkangan paham semoga tuhan ampunin kemunafikan kamu cun,0
990,bullying," <USERNAME> yaa ampun ini upil naruto,, kata2nya makin mencerminkan klo dia yg sebenarnya pecun.????pengalaman banget lu yaa. Kesian. Gua jadi prihatin. Mati aj deh lu. Ngotorin dunia manusia macam kau.??",username yaa ampun upil naruto kata2nya mencerminkan kalau yang pecun pengalaman sekali kamu yaa kasihan saya prihatin mati saja deh kamu ngotorin dunia manusia kamu,0
991,bullying,"Cuman jual goyangan yak, suara macam taik...",hanya jual goyangan yak suara taik,0
992,bullying,Kasian ih nyari uang sampe segitunya,kasihan ih cari uang sampai segitunya,0
993,bullying,anjir tontonan yg sangat tidak bermutu!,anjir tontonan yang bermutu,0
994,bullying,"Dlu inul goyang ngebor baju ketat dcekal. Hrs ny ni jg dg sgja goyang dada mulu, suara ga sbrpa. Mrsk moral ank muda yg nnton bawaannya nafsu aja nanti ????",dulu inul goyang ngebor baju ketat dcekal harus nya ni juga dengan sgja goyang dada terus suara tidak sbrpa mrsk moral anak muda yang nonton bawaannya nafsu saja,0
995,bullying,Pnyanyi dangdut yg ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada,pnyanyi dangdut yang tidak berkelas begini nih y nonjolin suara nonjolin dada,0
996,bullying,"Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi",najis najis sudah homo saja orang kaya gini musnahkan muka bumi,0
997,bullying,"Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya",haduuh orang tidak akhlak bangeg perasaan kerjaan bertengkar terus musuhnya,0
998,bullying,S lonte ini bkn sensasi ngjak ribut org mulu sampah,s lonte bukan sensasi ngjak ribut orang terus sampah,0
999,bullying,Kayak banci dh mirip nenek2 pny cucu . Mw di operasi di mua top ttp aj klo asli ny g cantik luar dlm..,mirip banci deh nenek2 punya cucu mau operasi mua top tetap saja kalau asli nya tidak cantik dalam,0
1000,bullying,Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,bagus kalau mingkem saja hahahahahaha jahatnya akuuu,0
1001,bullying,Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,oplas dipermak tetap jelek pokoknya mukanya tegang kek banci sudah sekian,0
1002,bullying,"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",mending liat dek molen biarpun cowok tetapi cuantik tidak kaya cewek tetapi mirip bencong wkwkwk,0
1003,bullying,bencong rombeng.menjijikan!!!gay jg.,bencong rombeng menjijikan gay juga,0
1004,bullying,"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",orang gila pengen hitz cri tenar rela dipenjara cari sensasi settingan beken sampai hina2 orang astagfirullah sekaya sih orang kaya mulut nya ky sampah tidak sekolah ya,0
1005,bullying,Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,cowok anjing cuihhh orang kaya berkoar saya orang ping kaya sedunia orang tahu kalau orang kaya orang kaya malahn berperilaku orang sederhana memamerkan kekayaan dunia akhirat mampus kamu harta tidak bawa mati pants buang laut kamu orang anehhh,0
1006,bullying,"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",cari sensasi tenar terus banyak folowers nya tidak begitu begitu juga kali darar orang setres bicara saja belepotan tidak begitu kamfungan,0
1007,bullying,ngomong aja belepotan banyak gaya lu bencong,bicara saja belepotan gaya kamu bencong,0
1008,bullying,Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,orang kebanyakan makan taik ya gini otaknya sudah penuh taik jadi tidak berfikir positif berbicara saja tidak bermoral dasar kaum2 laknat banci anjing kbanyakan burit sih kamu jadi stres manusia ogah jumpa kamu anjing anjing yang ketemu kamu taik,0
1009,bullying,Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,sikat abiss lahh orng2 sialan kaya gini pemimpin negara tidak hormatin jangan mentang2 president sembarangin marah tidak hina pemimpin harap tindak hukum orang iniö,0
1010,bullying,Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,jijik sekali lihat tingkah si upil mudah2an secepatnya tidur,0
1011,bullying,"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",edan nih orang sudah makan uang rakyat tidur,0
1012,bullying,"Manusia laknat, matinya di apain ya",manusia laknat matinya apakan ya,0
1013,bullying,Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,sakit otak hatinya mah sudah tidak nurani urat malunya pajak loh ngegaji orang2 gila hormat,0
1014,bullying,Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,anak babi bangsat pengen sumpel timah panas congor kamu biar modar,0
1015,bullying,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,pengen sumpel timah panas congor si anak babi pesek buruk rupa,0
1016,bullying,Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,hey anak bangsat babi pesek buruk rupa keriting pengen penggal leher kamu sampai putus lumayan makanan buaya,0
1017,bullying,"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",ratu pelakor sejagat raya dimana2 lonte ya tidak malu yang merasa lonte tolong malu sedikit,0
1018,bullying,Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,mahhhh pertemuan buah ranum buah busuk sudah tahu yang busuk yang manah mentok2nya mah begitu saja kalau pelakor,0
1019,bullying,"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",ah manda mah gatal tidak liyat cowok sedikit langsung disosor begok saja yang ama manda kegatelan cewek,0
1020,bullying,"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",si amanda mukanya tante umur tetapi muka boros sekali dasar cabe jujur saya mah tidak suka ama ni haltis,0
1021,bullying,"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",astagah demen ama cewek dekil kumel nagita turun att nagita kaya emas att kaya barlen,0
1022,bullying,Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,alah laki laki jaman sekarang sama saja bejat ustad kek kek gila sangat sama perempuan yang istrinya stju sangat sama yang bilang ustazah username msuk surga bukan karena poligami masih banyak yang bisa jadi akhlak bisa masuk surga yaa semoga saja sih perempuan perempuan pelakor diluar sna azab yang tidak diampuni hidupnya tidak selamat dunia akhirat,0
1023,bullying,Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,gilaaaaa pelakor sangat laki2 gatal alasan berpoligami woiii mikir pakai otak haduh pikir orang pintar tahu agama buruk allah menguji kesetiaan nafsunya eh kaya begitu menyakiti istri saja menutup pintu rejekimu anak istri kamu korbankan sebagai seorg imam keluarga gagal mmpertahankan rumah tangganya mencoreng nama nya sendiri semua orang suka sekarang benci m,0
1024,bullying,"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",biasalah kalau pelakor lebih hancur mukanya istri sah barang bagus cepat laku pelakor jelek tidak laku ngembat laki orang ya sudah sama2 gatal cocok wes username,0
1025,bullying,"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",lama2 ilfil deh sama ni ertong caption ig story nya membicarakan orang mlu orang jadi ambigu nilai si a si b si c sudah begitu kaya zholimi salahinnya lawan jangan omong status ah nya dewasa,0
1026,bullying," <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",username pemikiran manusia bodoh eehhh tante oma empo otak kamu picik sangat ya juga manusi larangan memang dunia orang larang ngungkapin unek2 stupid human,0
1027,bullying,"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",heran deh yang ngatain si via baperan ya wajar dese baper udin muak orang yang munafik sok an dese kabar yang baperan laki orang tidak nyadar tuh pemujanya att gotong royong nasehatin att menggila muja att mojokin viaa dese manusia keles ahh,0
1028,bullying," <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",username yang komen via nyinyir terus duh seperti tidak nyinyirin orang saja parah kalau orang sok benar mah begitu padahal media sosial hak instagram instagram yang nyinyir tidak pakai ig s,0
1029,bullying, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,username nya ngatain orang nyindir netijen goblog banyakan masyako,0
1030,bullying," <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",username didik ortunya nagita bagus heran dengan balajaer nagita yah yang dirugikan sama junjunganny kenapa yang dibenci bodoh sangat asli,0
1031,bullying," <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",username padahal kamu kampungan loh pakai kerudung mulutnya cuihh,0
1032,bullying,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,belajaer tuh ya hahahaha bela artis sampai sebegitunya manusah2 begoh,0
1033,bullying," <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",username iya norak kampyuung coba liat artis adem ayem liat isyana liat agnezmo liat mba liaaat diliat saja coba telaah deh dikasih tahu contoh artis better eh jawabannya ya cocok la,0
1034,bullying," <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",username tidak sok high class mba liat komenmu artis beda2 mbak yang suka curhat ig yang curhat teman yang curhat tuhan tidak terus mulut situ maju otaknya mikirnya yang curh,0
1035,bullying," <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",username goblok tidak netizen yang kontra sama postingan si via bakajaer kali mba mas ih goblok dipiara lol,0
1036,bullying,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,sih memang artis ko artis indo nya urus prestasi sosmed nya terus isi nya jadi jatuh nya kampungan,0
1037,bullying," <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",username saja kan y mba kaya agnes mau banyak penghargaan nya tetapi tidak kampungan beda am yang,0
1038,bullying,Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,munafik sangat yang bicara curhat sosmed kampungan saya elu kitu keleusss wkkwkww mending mba via artis cantik bisa nyanyi la elu lebih kampungan wkwkwkwkw,0
1039,bullying, <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,username wawan zzzzz memang artis tidak teman sedikit sedikit att hahaha curhat sosmed kampungan,0
1040,bullying,Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,lemas ya mulutnya berani ststus sudah begitu tulisannya sengaja biar tidak kebaca takut kali labrak mmmm artis kampungan sih ya wajar ya,0
1041,bullying, <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,username main main jawa timur biar tidak begok,0
1042,bullying," <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",username sudah nunjukin karyanya situ punya karya karya nyinyir hidupnya via tolol,0
1043,bullying," <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",username bilang saya fansnya via duh nantangin saya nih orang anak tolol anak alay jablay,0
1044,bullying, <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,username yutub ya mba aplikasi ya saya tahunya youtube mba tidak tahu ya seseorg bisa dapat penghasilan salah satunya dari youtube loh mereka juga bayar kalau banyak yang nonton video mereka sekolah yang benar deh mba biar pintar generasi muda,0
1045,bullying,"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",saya suka gangerti deh yaa kalau via vallen bikin status apalah disangkut pautin ama att terus att nya saja saja fansnya sih yang bikin jelek orang kalau sangkut pautin terus juga gerah kali,0
1046,bullying,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,jujur saja ya ni orang bagusan kaga oplas itu foto sebelum dan oplas dioplas mukanya aneh kyknya gagal oplasnya,0
1047,bullying,Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,noraaak abiiis kebeli emas az pamer apalagi mainan berlian ciiinnnnn,0
1048,bullying,Before and after pasca oplas ga ngefek ya.. tetep jelek n serem mukanya..ahahahhaha..,before and after pasca oplas tidak ngefek ya tetap jelek n seram mukanya ahahahhaha,0
1049,bullying,"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Failed!!!",salfok mukanya sumpah jelek oplas model failed,0
1050,bullying,Norak bener. Kegaet penjahat baru rasa.,norak benar kegaet penjahat,0
1051,bullying,"Najis..,apalagi d philipine biasa bgt kali,d sana aj bangga..jd perusak moral ko bangga..najis banget liatnya.ckp d sini aj komen ny,dia pngn ngetop lwt nitezerrre.....wkwkwk..ngarep laku",najis di philipine sangat kali di saja bangga jadi perusak moral ko bangga najis sekali liatnya cukup di saja komen nya ingin ngetop lewat nitezerrre wkwkwk mengharap laku,0
1052,bullying,Yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang. Kayaknya cuman net doang media informasi yang masih waras,saya bingung jujur media rebutan ngeliput orang kayaknya hanya net saja media informasi waras,0
1053,bullying,"Bukankah Jedun yg ga becus jadi perempuan terhormat, ga becus jadi perempuan cerdas, ga becus jadi perempuan yg mencari suami sah bukan suami orang, ga becus jadi perempuan yg menghindari narkoba, ga becus jadi perempuan yg menjaga nama baik keluarga... semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya Jedun",jedun yang tidak becus perempuan terhormat tidak becus perempuan cerdas tidak becus perempuan yang mencari suami sah suami orang tidak becus perempuan yang menghindari narkoba tidak becus perempuan yang menjaga nama keluarga semoga perempuan yang mirip dunia ya jedun,0
1054,bullying,"cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu. bnr2 slain ga brguna, gda otak.. cm modal ngangkang trs gebet laki org trs bangga.. btw klo emg instastory nya buat nyindir sesebini tua mah. ehhh at least biar ga becus jd prewi tp becus cuii jd emak. buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya",cewek yang begini yang hrsnya gosong jadi abu saja kebakaran pabrik yang lagi viral kemarin itu bnr2 slain tidak brguna gda otak cuma modal ngangkang terus gebet laki orang terus bangga btw kalau memang instastory nya nyindir sesebini tua mah ehhh at least biar tidak becus jadi prewi tetapi becus cuii jadi emak buktinya anak nya bejibun terus semua pro emaknya daripada bapaknya,0
1055,bullying,"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",hahaha kasihan ya tidak becus perem ngerebut laki orang biar dikata perempuan dasar perempuan sadar anda cuy,0
1056,bullying,Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,dasar artis abal abal enggk laku layar kaca sudah enggk duit kere miskin main ke dukun elmu pelet perebut suami orang yang kaya,0
1057,bullying,"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",ih becus makrum becus ngrebut suami orang hehe,0
1058,bullying,Eeee si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya. Edeuuuuuh lonte lonte,eeee si pelacur situ becus jadi brempuan memang becus sampah sih iya edeuuuuuh lonte lonte,0
1059,bullying,"Biarin,,,puas puasin mumpung deseu masih brasa muda. Ntar klo dah tua juga nyaho! Karma itu ada.",biarin puas puasin mumpung deseu berasa muda nanti kalau sudah tua nyaho karma,0
1060,bullying,Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,anak perempuan lho contohin jelek anaknya becus perempuan amit amit,0
1061,bullying,Kaya becus aja jd permpuan dia yng g becus jd perempuan ko sukanya sm laki orng heheh,kaya becus saja jadi permpuan yang tidak becus jadi perempuan ko sukanya sama laki orang heheh,0
1062,bullying,Yg gk becus tuh loh jedun...hidup nya cuma bisanya ngerusak kbhgiaan org lain .mau hidup serba mewah tp g mau krja mlh morotin laki org..karma psti akn mnghampirimu????????,yang tidak becus tuh loh jedun hidup nya bisanya ngerusak kbhgiaan orang hidup serba mewah tetapi tidak kerja malah morotin laki orang karma pasti akan mnghampirimu,0
1063,bullying,Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,saya tidak suka sama ni orang idupnya kebanyakan ribut,0
1064,bullying,"Yg nama ny plagiat ya plagiat, walaupun laku tp tetep ajah ciptaan dri hasil plagiat..wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah",yang nama nya plagiat ya plagiat laku tetapi tetap saja ciptaan dari hasil plagiat wkwkwkwk saya mah ogah dwngerin saja sudah ingin muntah,0
1065,bullying,"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",dasar plagiat tidak kreatip memalukab sangat,0
